population,characteristics_code,subcategory_code,domain_label,ucc,item_text,display_level,series_id,aggregate_expenditure,mean_expenditure,rse,high_rse
Q3,04,HOUSING,Housing,320380,Tableware and nonelectric kitchenware,4,CXU320380LB0104M,569.0,21.0,18.22,false
Q3,04,HOUSING,Housing,320410,Lawn and garden equipment,3,CXU320410LB0104M,1052.0,39.0,34.13,true
Q3,04,HOUSING,Housing,320420,Power tools,3,CXU320420LB0104M,1336.0,50.0,42.04,true
Q3,04,HOUSING,Housing,320430,Other hardware,3,CXU320430LB0104M,383.0,14.0,34.35,true
Q3,04,HOUSING,Housing,320511,Electric floor cleaning equipment,3,CXU320511LB0104M,672.0,25.0,13.04,false
Q3,04,HOUSING,Housing,320512,Sewing machines,3,CXU320512LB0104M,121.0,4.0,74.92,true
Q3,04,HOUSING,Housing,320521,Small electric kitchen appliances,4,CXU320521LB0104M,1378.0,51.0,10.31,false
Q3,04,HOUSING,Housing,320522,Portable heating and cooling equipment,4,CXU320522LB0104M,301.0,11.0,22.47,false
Q3,04,HOUSING,Housing,320611,"Material for insulation, other maintenance, and repair",6,CXU320611LB0104M,426.0,16.0,69.42,true
Q3,04,HOUSING,Housing,320612,"Material for insulation, other maintenance, and repair",6,CXU320612LB0104M,1535.0,57.0,27.84,true
Q3,04,HOUSING,Housing,320613,"Material for insulation, other maintenance, and repair",7,CXU320613LB0104M,21.0,1.0,75.67,true
Q3,04,HOUSING,Housing,320624,"Flooring installation, repair, and replacement",5,CXU320624LB0104M,218.0,8.0,76.56,true
Q3,04,HOUSING,Housing,320625,"Flooring installation, repair, and replacement",5,CXU320625LB0104M,2683.0,100.0,32.02,true
Q3,04,HOUSING,Housing,320626,"Flooring installation, repair, and replacement",6,CXU320626LB0104M,83.0,3.0,83.41,true
Q3,04,HOUSING,Housing,320631,Material for landscape maintenance,5,CXU320631LB0104M,122.0,5.0,45.07,true
Q3,04,HOUSING,Housing,320632,Materials for landscaping maintenance,5,CXU320632LB0104M,,,,
Q3,04,HOUSING,Housing,320633,Materials for landscaping maintenance,6,CXU320633LB0104M,,,,
Q3,04,HOUSING,Housing,320901,Office furniture for home use,3,CXU320901LB0104M,281.0,10.0,18.24,false
Q3,04,HOUSING,Housing,320902,Hand tools,3,CXU320902LB0104M,220.0,8.0,25.93,true
Q3,04,HOUSING,Housing,320903,Indoor plants and fresh flowers,3,CXU320903LB0104M,1819.0,67.0,9.31,false
Q3,04,HOUSING,Housing,320904,Closet and storage items,3,CXU320904LB0104M,483.0,18.0,28.66,true
Q3,04,HOUSING,Housing,320905,Miscellaneous household equipment and parts,3,CXU320905LB0104M,1623.0,60.0,15.6,false
Q3,04,HOUSING,Housing,330119,Laundry and cleaning products,2,CXU330119LB0104M,5869.0,217.0,8.49,false
Q3,04,HOUSING,Housing,330310,"Cleansing and toilet tissue, paper towels, and napkins",3,CXU330310LB0104M,3365.0,124.0,6.97,false
Q3,04,HOUSING,Housing,330410,"Stationery, stationery supplies, and gift wrap",3,CXU330410LB0104M,1570.0,58.0,16.61,false
Q3,04,HOUSING,Housing,330510,Miscellaneous household products,3,CXU330510LB0104M,6379.0,236.0,9.22,false
Q3,04,HOUSING,Housing,330511,Termite/pest control products,3,CXU330511LB0104M,350.0,13.0,8.92,false
Q3,04,HOUSING,Housing,330610,Lawn and garden supplies,3,CXU330610LB0104M,3148.0,116.0,13.44,false
Q3,04,HOUSING,Housing,340110,Postage,3,CXU340110LB0104M,1203.0,44.0,19.92,false
Q3,04,HOUSING,Housing,340120,Delivery services,3,CXU340120LB0104M,63.0,2.0,80.98,true
Q3,04,HOUSING,Housing,340310,Housekeeping services,3,CXU340310LB0104M,2631.0,98.0,11.58,false
Q3,04,HOUSING,Housing,340410,Gardening and lawn care service,3,CXU340410LB0104M,4569.0,169.0,9.73,false
Q3,04,HOUSING,Housing,340420,Water softening services,3,CXU340420LB0104M,16.0,1.0,43.12,true
Q3,04,HOUSING,Housing,340421,Water softening services (owner),3,CXU340421LB0104M,100.0,4.0,29.51,true
Q3,04,HOUSING,Housing,340422,Water softening services (renter),3,CXU340422LB0104M,4.0,,72.85,true
Q3,04,HOUSING,Housing,340510,"Moving, storage, and freight",3,CXU340510LB0104M,1437.0,53.0,19.37,false
Q3,04,HOUSING,Housing,340520,"Household laundry and dry cleaning, sent out (nonclothing) not coin-operated",3,CXU340520LB0104M,,,,
Q3,04,HOUSING,Housing,340530,Coin-operated household laundry and dry cleaning (nonclothing),3,CXU340530LB0104M,,,,
Q3,04,HOUSING,Housing,340620,"Appliance repair, including service center",3,CXU340620LB0104M,36.0,1.0,40.77,true
Q3,04,HOUSING,Housing,340630,"Reupholstering, furniture repair",3,CXU340630LB0104M,135.0,5.0,22.72,false
Q3,04,HOUSING,Housing,340901,"Repairs/rentals of lawn and garden equipment, hand or power tools, and other household equipment",3,CXU340901LB0104M,194.0,7.0,26.39,true
Q3,04,HOUSING,Housing,340903,Other home services,3,CXU340903LB0104M,588.0,22.0,24.63,false
Q3,04,HOUSING,Housing,340904,Rental of furniture,3,CXU340904LB0104M,89.0,3.0,47.03,true
Q3,04,HOUSING,Housing,340906,"Care for elderly, invalids, handicapped, etc.",3,CXU340906LB0104M,2353.0,87.0,69.14,true
Q3,04,HOUSING,Housing,340907,Appliance rentals,3,CXU340907LB0104M,33.0,1.0,69.74,true
Q3,04,HOUSING,Housing,340908,Rental of office equipment for nonbusiness use,3,CXU340908LB0104M,37.0,1.0,45.48,true
Q3,04,HOUSING,Housing,340910,Adult day care centers,3,CXU340910LB0104M,44.0,2.0,61.96,true
Q3,04,HOUSING,Housing,340911,Management and upkeep services for security,5,CXU340911LB0104M,353.0,13.0,33.34,true
Q3,04,HOUSING,Housing,340912,Management and upkeep services for security,6,CXU340912LB0104M,58.0,2.0,68.06,true
Q3,04,HOUSING,Housing,340913,Repair of miscellaneous household equipment and furnishings,3,CXU340913LB0104M,14.0,1.0,97.28,true
Q3,04,HOUSING,Housing,340914,Services for termite/pest control,3,CXU340914LB0104M,1401.0,52.0,8.92,false
Q3,04,HOUSING,Housing,340915,Home security system service fees,3,CXU340915LB0104M,832.0,31.0,11.2,false
Q3,04,HOUSING,Housing,350110,Tenant's insurance,4,CXU350110LB0104M,1306.0,48.0,10.45,false
Q3,04,HOUSING,Housing,430130,Luggage,3,CXU430130LB0104M,743.0,27.0,41.57,true
Q3,04,HOUSING,Housing,670320,"Babysitting, childcare, daycare, preschool",2,CXU670320LB0104M,6219.0,231.0,16.99,false
Q3,04,HOUSING,Housing,690111,Computers and computer hardware for nonbusiness use,3,CXU690111LB0104M,3798.0,141.0,9.85,false
Q3,04,HOUSING,Housing,690113,Repair of computer systems for nonbusiness use,3,CXU690113LB0104M,134.0,5.0,22.73,false
Q3,04,HOUSING,Housing,690114,Computer information services (internet),3,CXU690114LB0104M,19582.0,726.0,2.26,false
Q3,04,HOUSING,Housing,690116,Internet services away from home,3,CXU690116LB0104M,112.0,4.0,30.19,true
Q3,04,HOUSING,Housing,690117,Portable memory,3,CXU690117LB0104M,127.0,5.0,36.14,true
Q3,04,HOUSING,Housing,690119,Computer software,3,CXU690119LB0104M,706.0,26.0,31.9,true
Q3,04,HOUSING,Housing,690120,Computer accessories,3,CXU690120LB0104M,753.0,28.0,40.0,true
Q3,04,HOUSING,Housing,690230,Business equipment for home use,3,CXU690230LB0104M,62.0,2.0,39.19,true
Q3,04,HOUSING,Housing,690244,Other household appliances (renter),3,CXU690244LB0104M,63.0,2.0,35.49,true
Q3,04,HOUSING,Housing,690245,Other household appliances (owned home),3,CXU690245LB0104M,258.0,10.0,30.41,true
Q3,04,HOUSING,Housing,690310,Installation of computers,3,CXU690310LB0104M,16.0,1.0,74.27,true
Q3,04,HOUSING,Housing,790690,Construction materials for jobs not started,6,CXU790690LB0104M,54.0,2.0,35.02,true
Q3,04,HOUSING,Housing,800710,Rent as pay,1,CXU800710LB0104M,2066.0,77.0,29.37,true
Q3,04,HOUSING,Housing,830111,Late fee mortgage pay (owned home),4,CXU830111LB0104M,,,,
Q3,04,HOUSING,Housing,830112,Late fee mortgage pay (owned vacation),5,CXU830112LB0104M,,,,
Q3,04,HOUSING,Housing,880110,"Interest paid, home equity line of credit",4,CXU880110LB0104M,3176.0,118.0,22.88,false
Q3,04,HOUSING,Housing,880310,"Interest paid, home equity line of credit",5,CXU880310LB0104M,,,,
Q3,04,HOUSING,Housing,990900,"Rental and installation of dishwashers, range hoods, and garbage disposals",3,CXU990900LB0104M,,,,
Q3,04,HOUSING,Housing,990920,"Materials for additions, finishing basements, and remodeling rooms",6,CXU990920LB0104M,91.0,3.0,55.31,true
Q3,04,HOUSING,Housing,990930,"Materials to finish basements, remodel rooms, or build patios or walkways",6,CXU990930LB0104M,,,,
Q3,04,HOUSING,Housing,990940,Material for finishing basements and remodeling rooms,7,CXU990940LB0104M,,,,
Q3,04,TRANS,Transportation,450110,New cars,3,CXU450110LB0104M,10591.0,393.0,38.16,true
Q3,04,TRANS,Transportation,450210,New trucks,3,CXU450210LB0104M,26196.0,972.0,19.89,false
Q3,04,TRANS,Transportation,450220,New motorcycles,3,CXU450220LB0104M,,,,
Q3,04,TRANS,Transportation,450350,Car/truck lease payments,5,CXU450350LB0104M,4247.0,158.0,15.43,false
Q3,04,TRANS,Transportation,450351,Extra fees for car/truck lease,5,CXU450351LB0104M,26.0,1.0,93.77,true
Q3,04,TRANS,Transportation,450352,Trade in allowance for car/truck lease,5,CXU450352LB0104M,652.0,24.0,85.26,true
Q3,04,TRANS,Transportation,450353,Cash down payment car/truck lease,5,CXU450353LB0104M,967.0,36.0,36.4,true
Q3,04,TRANS,Transportation,450354,Termination fee for car/truck lease,5,CXU450354LB0104M,,,,
Q3,04,TRANS,Transportation,450900,New aircraft,3,CXU450900LB0104M,,,,
Q3,04,TRANS,Transportation,460110,Used cars,3,CXU460110LB0104M,15494.0,575.0,24.84,false
Q3,04,TRANS,Transportation,460901,Used trucks,3,CXU460901LB0104M,58653.0,2176.0,14.03,false
Q3,04,TRANS,Transportation,460902,Used motorcycles,3,CXU460902LB0104M,153.0,6.0,71.31,true
Q3,04,TRANS,Transportation,460903,Used aircraft,3,CXU460903LB0104M,,,,
Q3,04,TRANS,Transportation,470111,Gasoline,2,CXU470111LB0104M,65840.0,2442.0,2.5,false
Q3,04,TRANS,Transportation,470112,Diesel fuel,2,CXU470112LB0104M,1812.0,67.0,18.8,false
Q3,04,TRANS,Transportation,470113,Gasoline on out of town trips,2,CXU470113LB0104M,3531.0,131.0,6.75,false
Q3,04,TRANS,Transportation,470212,Motor oil on out of town trips,2,CXU470212LB0104M,36.0,1.0,6.75,false
Q3,04,TRANS,Transportation,470311,Electric vehicle charging,2,CXU470311LB0104M,80.0,3.0,37.46,true
Q3,04,TRANS,Transportation,480100,"Vehicle parts, accessories, fluid excluding tires",2,CXU480100LB0104M,1266.0,47.0,23.3,false
Q3,04,TRANS,Transportation,480110,"Tires - purchased, replaced, and installed",3,CXU480110LB0104M,5767.0,214.0,8.87,false
Q3,04,TRANS,Transportation,490100,Vehicle maintenance/repair excluding tire purchase,2,CXU490100LB0104M,17066.0,633.0,7.5,false
Q3,04,TRANS,Transportation,490900,Auto repair service policy,3,CXU490900LB0104M,1477.0,55.0,25.19,true
Q3,04,TRANS,Transportation,500110,Vehicle insurance,2,CXU500110LB0104M,54677.0,2028.0,2.51,false
Q3,04,TRANS,Transportation,510110,Automobile finance charges,3,CXU510110LB0104M,2560.0,95.0,9.69,false
Q3,04,TRANS,Transportation,510901,Truck finance charges,3,CXU510901LB0104M,7103.0,263.0,6.61,false
Q3,04,TRANS,Transportation,510902,Motorcycle and plane finance charges,3,CXU510902LB0104M,83.0,3.0,30.79,true
Q3,04,TRANS,Transportation,520110,State and local vehicle registration,2,CXU520110LB0104M,3726.0,138.0,9.14,false
Q3,04,TRANS,Transportation,520310,Drivers' licenses,3,CXU520310LB0104M,334.0,12.0,10.86,false
Q3,04,TRANS,Transportation,520410,Vehicle inspections,3,CXU520410LB0104M,334.0,12.0,11.48,false
Q3,04,TRANS,Transportation,520516,Auto/truck rental,5,CXU520516LB0104M,2216.0,82.0,22.18,false
Q3,04,TRANS,Transportation,520517,Auto/truck rental on out of town trips,5,CXU520517LB0104M,112.0,4.0,34.54,true
Q3,04,TRANS,Transportation,520531,"Parking fees in home city, excluding residence",4,CXU520531LB0104M,698.0,26.0,12.71,false
Q3,04,TRANS,Transportation,520532,Parking fees on out of town trips,4,CXU520532LB0104M,316.0,12.0,18.17,false
Q3,04,TRANS,Transportation,520541,Tolls or electronic toll passes,3,CXU520541LB0104M,1530.0,57.0,16.05,false
Q3,04,TRANS,Transportation,520542,Tolls on out of town trips,3,CXU520542LB0104M,113.0,4.0,11.53,false
Q3,04,TRANS,Transportation,520550,Towing charges,3,CXU520550LB0104M,142.0,5.0,22.98,false
Q3,04,TRANS,Transportation,520902,Motorcycle rental,5,CXU520902LB0104M,,,,
Q3,04,TRANS,Transportation,520903,Aircraft rental,5,CXU520903LB0104M,323.0,12.0,98.63,true
Q3,04,TRANS,Transportation,520905,Motorcycle rental on out of town trips,5,CXU520905LB0104M,,,,
Q3,04,TRANS,Transportation,520906,Aircraft rental on out of town trips,5,CXU520906LB0104M,,,,
Q3,04,TRANS,Transportation,530110,Airline fares,2,CXU530110LB0104M,11597.0,430.0,8.02,false
Q3,04,TRANS,Transportation,530210,Intercity bus fares,2,CXU530210LB0104M,274.0,10.0,19.53,false
Q3,04,TRANS,Transportation,530311,Intracity mass transit fares,2,CXU530311LB0104M,2543.0,94.0,13.11,false
Q3,04,TRANS,Transportation,530312,Local transportation on out of town trips,2,CXU530312LB0104M,14.0,1.0,41.72,true
Q3,04,TRANS,Transportation,530411,Taxi fares and limousine services on trips,2,CXU530411LB0104M,8.0,,41.72,true
Q3,04,TRANS,Transportation,530412,Taxi fares and limousine services,2,CXU530412LB0104M,3603.0,134.0,14.55,false
Q3,04,TRANS,Transportation,530510,Intercity train fares,2,CXU530510LB0104M,711.0,26.0,16.75,false
Q3,04,TRANS,Transportation,530901,Ship fares,2,CXU530901LB0104M,4779.0,177.0,36.9,true
Q3,04,TRANS,Transportation,530902,School bus,2,CXU530902LB0104M,63.0,2.0,83.68,true
Q3,04,TRANS,Transportation,620114,Automobile service clubs and GPS services,3,CXU620114LB0104M,579.0,21.0,16.08,false
Q3,04,TRANS,Transportation,850300,Other vehicle finance charges,3,CXU850300LB0104M,382.0,14.0,29.09,true
Q3,04,TRANS,Transportation,950024,Vehicle personal property taxes,2,CXU950024LB0104M,1597.0,59.0,9.14,false
Q4,05,ALCBEVG,Alcoholic beverages,200119,"Beer, ale, and other malt beverage",2,CXU200119LB0105M,2753.0,102.0,12.58,false
Q4,05,ALCBEVG,Alcoholic beverages,200219,Distilled spirits,2,CXU200219LB0105M,1937.0,72.0,17.38,false
Q4,05,ALCBEVG,Alcoholic beverages,200310,Wine,2,CXU200310LB0105M,3491.0,129.0,14.61,false
Q4,05,ALCBEVG,Alcoholic beverages,200900,Alcoholic beverages purchased on trips,2,CXU200900LB0105M,3393.0,125.0,8.32,false
Q4,05,ALCBEVG,Alcoholic beverages,790420,"Alcoholic beverages at restaurants, taverns",2,CXU790420LB0105M,8082.0,299.0,9.63,false
Q4,05,FOODTOTL,Food,010119,Flour and prepared flour mixes,2,CXU010119LB0105M,890.0,33.0,9.61,false
Q4,05,FOODTOTL,Food,010210,"Cereal, breakfast, and granola bars",4,CXU010210LB0105M,3163.0,117.0,5.12,false
Q4,05,FOODTOTL,Food,010310,Rice,4,CXU010310LB0105M,1397.0,52.0,8.45,false
Q4,05,FOODTOTL,Food,010320,"Pasta, cornmeal, and other cereal products",4,CXU010320LB0105M,1860.0,69.0,5.49,false
Q4,05,FOODTOTL,Food,020219,Bread,2,CXU020219LB0105M,3611.0,133.0,4.49,false
Q4,05,FOODTOTL,Food,020310,Biscuits and rolls,5,CXU020310LB0105M,2735.0,101.0,5.48,false
Q4,05,FOODTOTL,Food,020410,Cakes and cupcakes,5,CXU020410LB0105M,2079.0,77.0,7.71,false
Q4,05,FOODTOTL,Food,020510,Cookies,5,CXU020510LB0105M,2490.0,92.0,6.45,false
Q4,05,FOODTOTL,Food,020610,Crackers,5,CXU020610LB0105M,1732.0,64.0,7.14,false
Q4,05,FOODTOTL,Food,020620,Bread and cracker products,5,CXU020620LB0105M,263.0,10.0,12.63,false
Q4,05,FOODTOTL,Food,020710,"Sweetrolls, coffee cakes, and doughnuts",5,CXU020710LB0105M,1078.0,40.0,7.76,false
Q4,05,FOODTOTL,Food,020810,Frozen and refrigerated bakery products,4,CXU020810LB0105M,1301.0,48.0,7.26,false
Q4,05,FOODTOTL,Food,020820,"Pies, tarts, and turnovers",5,CXU020820LB0105M,654.0,24.0,13.6,false
Q4,05,FOODTOTL,Food,030110,Ground beef,4,CXU030110LB0105M,5110.0,189.0,12.17,false
Q4,05,FOODTOTL,Food,030219,Roasts,2,CXU030219LB0105M,1864.0,69.0,20.92,false
Q4,05,FOODTOTL,Food,030519,Steak,2,CXU030519LB0105M,4421.0,163.0,10.16,false
Q4,05,FOODTOTL,Food,030810,Other beef,4,CXU030810LB0105M,1918.0,71.0,32.47,true
Q4,05,FOODTOTL,Food,040119,"Bacon, breakfast sausage, and related products",2,CXU040119LB0105M,2989.0,111.0,5.21,false
Q4,05,FOODTOTL,Food,040210,Pork chops,4,CXU040210LB0105M,972.0,36.0,12.23,false
Q4,05,FOODTOTL,Food,040319,Ham,2,CXU040319LB0105M,1375.0,51.0,10.21,false
Q4,05,FOODTOTL,Food,040410,Other pork,4,CXU040410LB0105M,2370.0,88.0,10.45,false
Q4,05,FOODTOTL,Food,050110,Frankfurters,4,CXU050110LB0105M,720.0,27.0,9.91,false
Q4,05,FOODTOTL,Food,050319,Lunchmeats,2,CXU050319LB0105M,3424.0,127.0,5.6,false
Q4,05,FOODTOTL,Food,050419,"Lamb, organ meat, and game",2,CXU050419LB0105M,509.0,19.0,21.12,false
Q4,05,FOODTOTL,Food,060119,Chicken,2,CXU060119LB0105M,6552.0,242.0,6.33,false
Q4,05,FOODTOTL,Food,060310,Other poultry,4,CXU060310LB0105M,1850.0,68.0,9.83,false
Q4,05,FOODTOTL,Food,070119,Processed fish and seafood,2,CXU070119LB0105M,3294.0,122.0,11.5,false
Q4,05,FOODTOTL,Food,070230,Fresh fish and shellfish,4,CXU070230LB0105M,3831.0,142.0,8.02,false
Q4,05,FOODTOTL,Food,080110,Eggs,3,CXU080110LB0105M,3359.0,124.0,6.22,false
Q4,05,FOODTOTL,Food,090110,"Fresh milk, all types",4,CXU090110LB0105M,4380.0,162.0,4.24,false
Q4,05,FOODTOTL,Food,100119,Butter and margarine,2,CXU100119LB0105M,1778.0,66.0,8.42,false
Q4,05,FOODTOTL,Food,100210,Cheese,4,CXU100210LB0105M,6114.0,226.0,4.19,false
Q4,05,FOODTOTL,Food,100410,Ice cream and related products,4,CXU100410LB0105M,2773.0,103.0,5.95,false
Q4,05,FOODTOTL,Food,100519,Other dairy and related products,2,CXU100519LB0105M,4776.0,177.0,4.1,false
Q4,05,FOODTOTL,Food,110110,Apples,4,CXU110110LB0105M,1653.0,61.0,6.38,false
Q4,05,FOODTOTL,Food,110210,Bananas,4,CXU110210LB0105M,1301.0,48.0,6.38,false
Q4,05,FOODTOTL,Food,110319,Citrus fruits,2,CXU110319LB0105M,1856.0,69.0,6.17,false
Q4,05,FOODTOTL,Food,110410,Other fresh fruits,4,CXU110410LB0105M,7355.0,272.0,5.07,false
Q4,05,FOODTOTL,Food,120110,Potatoes,4,CXU120110LB0105M,1622.0,60.0,5.98,false
Q4,05,FOODTOTL,Food,120210,Lettuce,4,CXU120210LB0105M,918.0,34.0,8.97,false
Q4,05,FOODTOTL,Food,120310,Tomatoes,4,CXU120310LB0105M,1406.0,52.0,6.77,false
Q4,05,FOODTOTL,Food,120410,Other fresh vegetables,4,CXU120410LB0105M,6825.0,252.0,6.04,false
Q4,05,FOODTOTL,Food,130119,Frozen noncarbonated juices and drinks,2,CXU130119LB0105M,94.0,3.0,19.12,false
Q4,05,FOODTOTL,Food,130129,Frozen fruits and vegetables,2,CXU130129LB0105M,2053.0,76.0,5.24,false
Q4,05,FOODTOTL,Food,140219,Canned fruits and vegetables,2,CXU140219LB0105M,2246.0,83.0,5.47,false
Q4,05,FOODTOTL,Food,140349,Dried fruits and vegetables,2,CXU140349LB0105M,1992.0,74.0,6.36,false
Q4,05,FOODTOTL,Food,150110,Candy and chewing gum,4,CXU150110LB0105M,4799.0,177.0,6.0,false
Q4,05,FOODTOTL,Food,150219,Sugar and artificial sweeteners,2,CXU150219LB0105M,699.0,26.0,8.66,false
Q4,05,FOODTOTL,Food,150310,"Jams, preserves, and other sweets",4,CXU150310LB0105M,1310.0,48.0,8.33,false
Q4,05,FOODTOTL,Food,160211,Fats and oils,4,CXU160211LB0105M,1740.0,64.0,7.96,false
Q4,05,FOODTOTL,Food,160212,Salad dressings,4,CXU160212LB0105M,1265.0,47.0,6.05,false
Q4,05,FOODTOTL,Food,160320,Peanut butter,4,CXU160320LB0105M,879.0,32.0,9.72,false
Q4,05,FOODTOTL,Food,170110,Cola,4,CXU170110LB0105M,2672.0,99.0,7.84,false
Q4,05,FOODTOTL,Food,170210,Other carbonated drinks,4,CXU170210LB0105M,4800.0,177.0,7.61,false
Q4,05,FOODTOTL,Food,170319,Coffee,2,CXU170319LB0105M,4023.0,149.0,5.61,false
Q4,05,FOODTOTL,Food,170520,Tea,4,CXU170520LB0105M,1543.0,57.0,7.09,false
Q4,05,FOODTOTL,Food,170531,Other noncarbonated beverages and ice,4,CXU170531LB0105M,677.0,25.0,15.77,false
Q4,05,FOODTOTL,Food,170539,Nonfrozen noncarbonated juices and drinks,2,CXU170539LB0105M,7958.0,294.0,5.22,false
Q4,05,FOODTOTL,Food,180110,Canned and packaged soups,4,CXU180110LB0105M,1834.0,68.0,6.92,false
Q4,05,FOODTOTL,Food,180210,Frozen meals,5,CXU180210LB0105M,2196.0,81.0,16.08,false
Q4,05,FOODTOTL,Food,180220,Other frozen prepared foods,5,CXU180220LB0105M,5038.0,186.0,5.58,false
Q4,05,FOODTOTL,Food,180310,Potato chips and other snacks,5,CXU180310LB0105M,7216.0,267.0,4.33,false
Q4,05,FOODTOTL,Food,180320,Nuts,5,CXU180320LB0105M,2091.0,77.0,9.09,false
Q4,05,FOODTOTL,Food,180410,"Salt, spices, and other seasonings",5,CXU180410LB0105M,2277.0,84.0,4.95,false
Q4,05,FOODTOTL,Food,180420,"Olives, pickles, and relishes",5,CXU180420LB0105M,727.0,27.0,7.69,false
Q4,05,FOODTOTL,Food,180510,Sauces and gravies,5,CXU180510LB0105M,3202.0,118.0,5.14,false
Q4,05,FOODTOTL,Food,180520,Baking needs and miscellaneous products,5,CXU180520LB0105M,1460.0,54.0,6.2,false
Q4,05,FOODTOTL,Food,180611,Prepared salads,5,CXU180611LB0105M,2314.0,86.0,5.7,false
Q4,05,FOODTOTL,Food,180612,Prepared desserts,5,CXU180612LB0105M,458.0,17.0,11.31,false
Q4,05,FOODTOTL,Food,180620,Baby food,5,CXU180620LB0105M,1588.0,59.0,30.6,true
Q4,05,FOODTOTL,Food,180710,Miscellaneous prepared foods,5,CXU180710LB0105M,10718.0,396.0,5.37,false
Q4,05,FOODTOTL,Food,190400,Food and nonalcoholic beverages at fast food,2,CXU190400LB0105M,56035.0,2072.0,4.85,false
Q4,05,FOODTOTL,Food,190500,Food and nonalcoholic beverages at full service restaurants,2,CXU190500LB0105M,49802.0,1841.0,7.0,false
Q4,05,FOODTOTL,Food,190600,Food and nonalcoholic beverages at vending machines and mobile vendors,2,CXU190600LB0105M,902.0,33.0,17.52,false
Q4,05,FOODTOTL,Food,190700,Food and nonalcoholic beverages at employer,2,CXU190700LB0105M,1155.0,43.0,16.83,false
Q4,05,FOODTOTL,Food,190902,Catered affairs,2,CXU190902LB0105M,1080.0,40.0,47.05,true
Q4,05,FOODTOTL,Food,190903,Food on out of town trips,2,CXU190903LB0105M,15731.0,578.0,5.43,false
Q4,05,FOODTOTL,Food,190904,Food prepared by consumer unit on out of town trips,3,CXU190904LB0105M,3306.0,122.0,10.34,false
Q4,05,FOODTOTL,Food,190905,School meals and board,2,CXU190905LB0105M,1134.0,42.0,18.67,false
Q4,05,FOODTOTL,Food,800700,Meals as pay,1,CXU800700LB0105M,919.0,34.0,36.3,true
Q4,05,HOUSING,Housing,210110,Rent,3,CXU210110LB0105M,149725.0,5504.0,3.58,false
Q4,05,HOUSING,Housing,210210,Lodging on out of town trips,3,CXU210210LB0105M,30387.0,1117.0,7.22,false
Q4,05,HOUSING,Housing,210310,Housing while attending school,3,CXU210310LB0105M,2783.0,102.0,21.97,false
